soc_code,isco_code,occupation,fo_probability,task_routine,task_cognitive,task_manual,lmic_note,risk_category,region,lmic_calibration_factor,lmic_adjusted_probability,lmic_risk_category
29-2011,3213,Medical and clinical laboratory technologists,0.45,0.55,0.65,0.4,Routine lab tasks automatable,Medium,MENA,0.75,0.338,Medium
29-2012,3213,Medical and clinical laboratory technicians,0.69,0.65,0.55,0.4,Higher routine share than technologists,Medium,MENA,0.75,0.518,Medium
29-2021,3211,Dental hygienists,0.19,0.3,0.7,0.55,,Low,MENA,0.75,0.143,Low
29-2032,3212,Diagnostic medical sonographers,0.65,0.6,0.65,0.3,,Medium,MENA,0.75,0.488,Medium
29-2052,3212,Pharmacy technicians,0.92,0.85,0.4,0.35,Highly routinised dispensing tasks,High,MENA,0.75,0.69,Medium
29-2061,3212,Licensed practical and vocational nurses,0.098,0.2,0.7,0.55,,Low,MENA,0.75,0.074,Low
29-9011,3259,Occupational health and safety specialists,0.014,0.2,0.8,0.3,,Low,MENA,0.75,0.01,Low
31-1011,5321,Home health aides,0.35,0.3,0.5,0.65,Physical care tasks hard to automate in LMIC,Medium,MENA,0.75,0.262,Low
31-9091,3211,Dental assistants,0.67,0.6,0.55,0.55,,Medium,MENA,0.75,0.503,Medium
31-9092,3212,Medical assistants,0.73,0.65,0.55,0.4,,High,MENA,0.75,0.548,Medium
43-1011,4110,First-line supervisors of office workers,0.27,0.4,0.7,0.1,,Low,MENA,0.75,0.202,Low
43-2011,4224,Switchboard operators,0.96,0.9,0.25,0.05,Near-fully automatable,High,MENA,0.75,0.72,High
43-3011,4214,Bill and account collectors,0.899,0.85,0.35,0.05,Rule-based collections highly automatable,High,MENA,0.75,0.674,Medium
43-3021,4312,Billing and posting clerks,0.96,0.9,0.25,0.05,,High,MENA,0.75,0.72,High
43-3031,4312,"Bookkeeping, accounting clerks",0.98,0.92,0.3,0.05,Very high routine; automation likely soon,High,MENA,0.75,0.735,High
43-3051,4132,Payroll and timekeeping clerks,0.97,0.9,0.3,0.05,,High,MENA,0.75,0.728,High
43-3071,4212,Tellers,0.98,0.92,0.25,0.1,Already displaced by ATMs in urban areas,High,MENA,0.75,0.735,High
43-4031,4221,"Court, municipal, and license clerks",0.97,0.9,0.3,0.05,,High,MENA,0.75,0.728,High
43-4051,4115,Customer service representatives,0.55,0.65,0.45,0.05,Chat automation rising; LMIC voice support remains,Medium,MENA,0.75,0.413,Medium
43-4061,4132,"Eligibility interviewers, government",0.96,0.88,0.35,0.05,,High,MENA,0.75,0.72,High
43-4071,4419,File clerks,0.976,0.92,0.2,0.15,,High,MENA,0.75,0.732,High
43-4111,4221,"Interviewers, except eligibility",0.92,0.82,0.35,0.05,,High,MENA,0.75,0.69,Medium
43-4151,4131,Order clerks,0.98,0.92,0.2,0.05,,High,MENA,0.75,0.735,High
43-4161,4416,Human resources assistants,0.9,0.8,0.4,0.05,,High,MENA,0.75,0.675,Medium
43-5011,4321,Cargo and freight agents,0.9,0.82,0.35,0.1,,High,MENA,0.75,0.675,Medium
43-5021,4323,Couriers and messengers,0.67,0.6,0.2,0.55,Physical delivery less automatable in LMIC,Medium,MENA,0.75,0.503,Medium
43-5031,4321,"Dispatchers, except police/fire",0.83,0.75,0.4,0.05,,High,MENA,0.75,0.622,Medium
43-5051,4321,Postal service clerks,0.95,0.88,0.25,0.2,,High,MENA,0.75,0.712,High
43-5061,4321,"Production, planning clerks",0.95,0.88,0.35,0.1,,High,MENA,0.75,0.712,High
43-5071,4323,"Shipping, receiving clerks",0.86,0.78,0.25,0.35,,High,MENA,0.75,0.645,Medium
43-5111,4323,"Weighers, measurers, checkers",0.98,0.92,0.2,0.3,,High,MENA,0.75,0.735,High
43-6011,4120,Executive secretaries and admin assistants,0.4,0.55,0.6,0.05,,Medium,MENA,0.75,0.3,Medium
43-6012,4120,Legal secretaries,0.98,0.88,0.35,0.05,,High,MENA,0.75,0.735,High
43-6013,4120,Medical secretaries,0.91,0.82,0.38,0.05,,High,MENA,0.75,0.682,Medium
43-6014,4120,Secretaries and admin assistants,0.96,0.88,0.3,0.05,,High,MENA,0.75,0.72,High
43-9011,4312,Computer operators,0.98,0.92,0.28,0.05,,High,MENA,0.75,0.735,High
43-9021,4131,Data entry keyers,0.99,0.95,0.15,0.05,Highest routine; near-certain automation,High,MENA,0.75,0.742,High
43-9041,4212,Insurance claims clerks,0.98,0.92,0.25,0.05,,High,MENA,0.75,0.735,High
43-9051,4419,Mail clerks and mail machine operators,0.98,0.9,0.2,0.25,,High,MENA,0.75,0.735,High
43-9061,4131,"Office clerks, general",0.96,0.88,0.28,0.1,,High,MENA,0.75,0.72,High
43-9071,4419,"Office machine operators, except computer",0.97,0.9,0.2,0.2,,High,MENA,0.75,0.728,High
43-9111,4131,Statistical assistants,0.76,0.7,0.5,0.05,,High,MENA,0.75,0.57,Medium
35-1011,5120,Chefs and head cooks,0.096,0.25,0.65,0.7,Creative/manual mix; low automation in LMIC,Low,MENA,0.75,0.072,Low
35-1012,5120,"First-line supervisors, food prep",0.19,0.35,0.6,0.5,,Low,MENA,0.75,0.143,Low
35-2011,5120,"Cooks, fast food",0.81,0.75,0.25,0.65,Routine food prep highly automatable,High,MENA,0.75,0.608,Medium
35-2012,5120,"Cooks, institution and cafeteria",0.73,0.68,0.28,0.65,,High,MENA,0.75,0.548,Medium
35-2013,5120,"Cooks, private household",0.34,0.45,0.4,0.7,Social/domestic context protects somewhat,Medium,MENA,0.75,0.255,Low
35-2014,5120,"Cooks, restaurant",0.46,0.5,0.45,0.7,,Medium,MENA,0.75,0.345,Medium
35-3011,5131,Bartenders,0.77,0.68,0.35,0.55,,High,MENA,0.75,0.578,Medium
35-3021,5131,Combined food prep and serving workers,0.92,0.85,0.2,0.55,,High,MENA,0.75,0.69,Medium
35-3031,5131,Dining room and cafeteria attendants,0.67,0.62,0.2,0.55,,Medium,MENA,0.75,0.503,Medium
35-3041,5131,"Food servers, nonrestaurant",0.94,0.88,0.18,0.5,,High,MENA,0.75,0.705,High
35-9011,5111,Dining room and cafeteria attendants,0.67,0.62,0.2,0.55,,Medium,MENA,0.75,0.503,Medium
35-9021,5151,Dishwashers,0.64,0.6,0.1,0.7,,Medium,MENA,0.75,0.48,Medium
39-1021,5142,First-line supervisors of personal service,0.12,0.25,0.65,0.35,,Low,MENA,0.75,0.09,Low
39-2011,5164,Animal trainers,0.71,0.55,0.4,0.55,,High,MENA,0.75,0.532,Medium
39-3011,5141,Gaming dealers,0.99,0.95,0.15,0.2,,High,MENA,0.75,0.742,High
39-3021,5141,Motion picture projectionists,0.97,0.9,0.15,0.15,,High,MENA,0.75,0.728,High
39-4011,5163,Embalmers,0.06,0.3,0.55,0.65,Perception/manipulation bottleneck,Low,MENA,0.75,0.045,Low
39-4021,5163,Funeral attendants,0.3,0.4,0.4,0.5,,Medium,MENA,0.75,0.225,Low
39-5011,5141,Barbers,0.11,0.25,0.35,0.8,Manual dexterity/social; low LMIC automation risk,Low,MENA,0.75,0.082,Low
39-5012,5141,"Hairdressers, hairstylists, cosmetologists",0.11,0.22,0.38,0.8,,Low,MENA,0.75,0.082,Low
39-5091,5141,"Makeup artists, theatrical and performance",0.06,0.2,0.5,0.8,,Low,MENA,0.75,0.045,Low
39-5092,5141,Manicurists and pedicurists,0.34,0.4,0.25,0.8,,Medium,MENA,0.75,0.255,Low
39-5093,5141,Shampooers,0.84,0.78,0.15,0.6,,High,MENA,0.75,0.63,Medium
39-5094,5141,Skin care specialists,0.38,0.42,0.4,0.7,,Medium,MENA,0.75,0.285,Low
39-6011,5111,Concierges,0.53,0.5,0.5,0.2,,Medium,MENA,0.75,0.398,Medium
39-6012,5111,Baggage porters and bellhops,0.75,0.65,0.2,0.65,,High,MENA,0.75,0.562,Medium
39-7011,5113,Tour guides,0.21,0.28,0.6,0.3,,Low,MENA,0.75,0.158,Low
39-9011,5322,Childcare workers,0.08,0.15,0.6,0.55,Care/social bottleneck; low LMIC automation,Low,MENA,0.75,0.06,Low
39-9021,5322,Personal care aides,0.35,0.3,0.5,0.65,,Medium,MENA,0.75,0.262,Low
39-9031,5152,Fitness trainers and aerobics instructors,0.143,0.22,0.6,0.7,,Low,MENA,0.75,0.107,Low
39-9032,5153,Recreation workers,0.28,0.35,0.55,0.55,,Low,MENA,0.75,0.21,Low
41-2011,5220,Cashiers,0.97,0.92,0.18,0.25,Self-checkout automation spreading,High,MENA,0.75,0.728,High
41-2021,5220,Counter and rental clerks,0.9,0.85,0.22,0.2,,High,MENA,0.75,0.675,Medium
41-2022,5220,Parts salespersons,0.77,0.7,0.35,0.2,,High,MENA,0.75,0.578,Medium
41-2031,5220,Retail salespersons,0.92,0.82,0.28,0.3,Online retail automation displacing in urban LMIC,High,MENA,0.75,0.69,Medium
41-3011,3321,Advertising sales agents,0.54,0.5,0.6,0.05,,Medium,MENA,0.75,0.405,Medium
41-3021,3322,Insurance sales agents,0.92,0.82,0.45,0.05,,High,MENA,0.75,0.69,Medium
41-3031,3311,"Securities, commodities, financial agents",0.54,0.55,0.7,0.05,,Medium,MENA,0.75,0.405,Medium
41-3041,3321,Travel agents,0.99,0.95,0.35,0.05,Near-fully automated by online platforms,High,MENA,0.75,0.742,High
41-9011,3321,Demonstrators and product promoters,0.4,0.5,0.4,0.25,,Medium,MENA,0.75,0.3,Medium
41-9021,5223,Real estate brokers,0.86,0.72,0.5,0.1,,High,MENA,0.75,0.645,Medium
41-9022,5223,Real estate sales agents,0.97,0.85,0.4,0.1,,High,MENA,0.75,0.728,High
41-9041,3321,Telemarketers,0.99,0.95,0.2,0.05,Automated by IVR/chatbots; already high LMIC risk,High,MENA,0.75,0.742,High
45-1011,6111,First-line supervisors of farming workers,0.097,0.3,0.65,0.6,Judgment in irregular tasks protects,Low,MENA,0.75,0.073,Low
45-2011,6111,Agricultural inspectors,0.55,0.55,0.6,0.45,,Medium,MENA,0.75,0.413,Medium
45-2041,6111,Graders and sorters of agricultural products,0.91,0.85,0.15,0.65,Routine sorting highly automatable,High,MENA,0.75,0.682,Medium
45-2091,6121,Agricultural equipment operators,0.55,0.55,0.3,0.75,Precision ag automation; LMIC lag due to costs,Medium,MENA,0.75,0.413,Medium
45-2092,6113,"Farmworkers and laborers, crop",0.85,0.78,0.1,0.9,Routine harvest; LMIC low automation due to cheap labour,High,MENA,0.75,0.638,Medium
45-2093,6121,"Farmworkers, farm equipment operators",0.63,0.6,0.2,0.8,,Medium,MENA,0.75,0.473,Medium
45-4011,6310,Forest and conservation workers,0.27,0.4,0.45,0.8,,Low,MENA,0.75,0.202,Low
45-4021,6310,Fallers,0.43,0.5,0.2,0.85,,Medium,MENA,0.75,0.322,Medium
45-4022,6310,Logging equipment operators,0.64,0.6,0.2,0.8,,Medium,MENA,0.75,0.48,Medium
45-4023,6310,Log graders and scalers,0.55,0.55,0.3,0.65,,Medium,MENA,0.75,0.413,Medium
47-1011,7110,First-line supervisors of construction,0.1,0.25,0.7,0.55,Coordination role protects,Low,MENA,0.75,0.075,Low
47-2011,7131,Boilermakers,0.38,0.45,0.45,0.8,,Medium,MENA,0.75,0.285,Low
47-2021,7112,Brickmasons and blockmasons,0.7,0.62,0.2,0.9,Physical/irregular protects in LMIC,High,MENA,0.75,0.525,Medium
47-2022,7112,Stonemasons,0.7,0.62,0.2,0.9,,High,MENA,0.75,0.525,Medium
47-2031,7131,Carpenters,0.33,0.42,0.35,0.85,,Medium,MENA,0.75,0.248,Low
47-2041,7131,Carpet installers,0.49,0.5,0.2,0.85,,Medium,MENA,0.75,0.368,Medium
47-2042,7131,"Floor layers, except carpet",0.39,0.45,0.2,0.85,,Medium,MENA,0.75,0.292,Low
47-2044,7131,Tile and marble setters,0.39,0.45,0.2,0.85,,Medium,MENA,0.75,0.292,Low
47-2051,7121,Cement masons and concrete finishers,0.7,0.65,0.15,0.9,,High,MENA,0.75,0.525,Medium
47-2061,7131,Construction laborers,0.88,0.8,0.1,0.9,Physical routine; LMIC labour cost protects,High,MENA,0.75,0.66,Medium
47-2071,7123,"Paving, surfacing, and tamping operators",0.88,0.82,0.12,0.85,,High,MENA,0.75,0.66,Medium
47-2111,7131,Electricians,0.15,0.28,0.55,0.8,Perception/manipulation in irregular settings,Low,MENA,0.75,0.112,Low
47-2121,7131,Glaziers,0.75,0.68,0.2,0.82,,High,MENA,0.75,0.562,Medium
47-2131,7131,"Insulation workers, floor, ceiling, wall",0.61,0.58,0.15,0.85,,Medium,MENA,0.75,0.458,Medium
47-2132,7131,"Insulation workers, mechanical",0.58,0.55,0.18,0.82,,Medium,MENA,0.75,0.435,Medium
47-2141,7131,"Painters, construction and maintenance",0.38,0.45,0.25,0.85,,Medium,MENA,0.75,0.285,Low
47-2151,7131,Pipelayers,0.71,0.65,0.18,0.87,,High,MENA,0.75,0.532,Medium
47-2152,7126,"Plumbers, pipefitters, steamfitters",0.38,0.42,0.4,0.82,,Medium,MENA,0.75,0.285,Low
47-2161,7131,Plasterers and stucco masons,0.76,0.68,0.15,0.88,,High,MENA,0.75,0.57,Medium
47-2181,7131,Roofers,0.9,0.82,0.1,0.9,,High,MENA,0.75,0.675,Medium
47-2211,7131,Sheet metal workers,0.68,0.6,0.3,0.82,,Medium,MENA,0.75,0.51,Medium
47-2221,7131,Structural iron and steel workers,0.87,0.78,0.15,0.88,,High,MENA,0.75,0.652,Medium
47-3011,7131,"Helpers--Brickmasons, blockmasons",0.97,0.9,0.08,0.9,,High,MENA,0.75,0.728,High
47-3012,7131,Helpers--Carpenters,0.97,0.9,0.08,0.9,,High,MENA,0.75,0.728,High
47-3013,7131,Helpers--Electricians,0.87,0.8,0.18,0.82,,High,MENA,0.75,0.652,Medium
47-3014,7131,"Helpers--Painters, paperhangers, plasterers",0.94,0.88,0.1,0.88,,High,MENA,0.75,0.705,High
47-3015,7131,"Helpers--Pipelayers, plumbers, pipefitters",0.94,0.88,0.12,0.88,,High,MENA,0.75,0.705,High
47-3016,7131,Helpers--Roofers,0.97,0.9,0.08,0.9,,High,MENA,0.75,0.728,High
47-4011,7131,Construction and building inspectors,0.12,0.28,0.72,0.4,Judgment/safety role; durable,Low,MENA,0.75,0.09,Low
47-4041,7131,Hazardous materials removal workers,0.19,0.35,0.45,0.75,,Low,MENA,0.75,0.143,Low
47-4051,7131,Highway maintenance workers,0.75,0.68,0.15,0.87,,High,MENA,0.75,0.562,Medium
47-4061,7131,Rail-track laying and maintenance equipment ops,0.66,0.6,0.18,0.85,,Medium,MENA,0.75,0.495,Medium
49-1011,7231,First-line supervisors of mechanics,0.14,0.28,0.68,0.55,,Low,MENA,0.75,0.105,Low
49-3011,7231,Aircraft mechanics and service technicians,0.15,0.3,0.65,0.72,Safety bottleneck,Low,MENA,0.75,0.112,Low
49-3021,7231,Automotive body and related repairers,0.32,0.42,0.5,0.8,,Medium,MENA,0.75,0.24,Low
49-3022,7231,Automotive glass installers and repairers,0.35,0.45,0.4,0.8,,Medium,MENA,0.75,0.262,Low
49-3023,7231,Automotive service technicians and mechanics,0.29,0.4,0.55,0.78,Diagnostics AI growing; LMIC lag,Low,MENA,0.75,0.217,Low
49-3031,7231,"Bus and truck mechanics, diesel specialists",0.28,0.4,0.55,0.78,,Low,MENA,0.75,0.21,Low
49-3041,7231,Farm equipment mechanics and service tech,0.24,0.38,0.55,0.78,,Low,MENA,0.75,0.18,Low
49-3042,7231,Mobile heavy equipment mechanics,0.2,0.35,0.58,0.8,,Low,MENA,0.75,0.15,Low
49-3043,7231,Rail car repairers,0.24,0.38,0.52,0.75,,Low,MENA,0.75,0.18,Low
49-3051,7231,Motorboat mechanics and service technicians,0.28,0.4,0.52,0.75,,Low,MENA,0.75,0.21,Low
49-3052,7231,Motorcycle mechanics,0.34,0.44,0.48,0.78,,Medium,MENA,0.75,0.255,Low
49-3053,7231,Outdoor power equipment and tools repairers,0.36,0.45,0.45,0.78,,Medium,MENA,0.75,0.27,Low
49-3091,7421,Bicycle repairers,0.94,0.88,0.22,0.72,Routine repair highly automatable,High,MENA,0.75,0.705,High
49-3092,7421,Recreational vehicle service technicians,0.34,0.45,0.5,0.75,,Medium,MENA,0.75,0.255,Low
49-3093,7421,Tire repairers and changers,0.89,0.82,0.15,0.8,,High,MENA,0.75,0.668,Medium
49-2011,7421,"Computer, automated teller, office machine repairers",0.03,0.18,0.65,0.72,Diagnostic skill; durable in LMIC informal market,Low,MENA,0.75,0.022,Low
49-2021,7421,"Radio, cellular, tower equipment installers",0.04,0.2,0.65,0.75,,Low,MENA,0.75,0.03,Low
49-2022,7421,Telecommunications equipment installers,0.05,0.22,0.65,0.72,,Low,MENA,0.75,0.038,Low
49-2094,7421,"Electrical and electronics repairers, commercial",0.18,0.32,0.6,0.72,,Low,MENA,0.75,0.135,Low
49-2095,7421,"Electrical and electronics repairers, powerhouse",0.02,0.15,0.7,0.7,,Low,MENA,0.75,0.015,Low
49-2096,7421,"Electronic equipment installers and repairers, motor vehicles",0.54,0.52,0.48,0.72,,Medium,MENA,0.75,0.405,Medium
49-2097,7421,Electronic home entertainment equipment installers,0.84,0.78,0.3,0.6,Consumer electronics repair consolidating,High,MENA,0.75,0.63,Medium
49-2098,7421,Security and fire alarm systems installers,0.12,0.28,0.58,0.72,,Low,MENA,0.75,0.09,Low
49-9021,7311,"Heating, AC, and refrigeration mechanics",0.35,0.44,0.52,0.8,,Medium,MENA,0.75,0.262,Low
49-9041,7311,Industrial machinery mechanics,0.65,0.6,0.42,0.78,,Medium,MENA,0.75,0.488,Medium
49-9051,7311,Electrical power-line installers and repairers,0.08,0.22,0.62,0.8,,Low,MENA,0.75,0.06,Low
49-9061,7311,Camera and photographic equipment repairers,0.52,0.52,0.48,0.7,,Medium,MENA,0.75,0.39,Medium
49-9071,7311,"Maintenance and repair workers, general",0.65,0.6,0.4,0.78,,Medium,MENA,0.75,0.488,Medium
49-9091,7311,"Coin, vending, and amusement machine servicers",0.91,0.85,0.2,0.55,,High,MENA,0.75,0.682,Medium
49-9095,7311,Manufactured building and mobile home installers,0.78,0.72,0.18,0.82,,High,MENA,0.75,0.585,Medium
49-9096,7311,Riggers,0.64,0.58,0.22,0.85,,Medium,MENA,0.75,0.48,Medium
49-9097,7311,Signal and track switch repairers,0.29,0.4,0.52,0.78,,Low,MENA,0.75,0.217,Low
49-9098,7311,"Helpers--Installation, maintenance, repair",0.9,0.84,0.15,0.82,,High,MENA,0.75,0.675,Medium
51-1011,8111,First-line supervisors of production workers,0.29,0.38,0.68,0.55,,Low,MENA,0.75,0.217,Low
51-2011,8211,Aircraft structure assemblers,0.51,0.52,0.4,0.78,,Medium,MENA,0.75,0.382,Medium
51-2021,8211,"Coil winders, tapers, finishers",0.97,0.92,0.12,0.75,,High,MENA,0.75,0.728,High
51-2031,8211,Engine and other machine assemblers,0.87,0.82,0.18,0.78,,High,MENA,0.75,0.652,Medium
51-2041,8211,Structural metal fabricators and fitters,0.78,0.72,0.25,0.82,,High,MENA,0.75,0.585,Medium
51-2051,8211,Fiberglass laminators and fabricators,0.87,0.82,0.12,0.8,,High,MENA,0.75,0.652,Medium
51-2091,8211,Adhesive bonding machine operators,0.96,0.92,0.1,0.75,,High,MENA,0.75,0.72,High
51-2092,8211,Team assemblers,0.81,0.76,0.18,0.78,,High,MENA,0.75,0.608,Medium
51-2093,8211,Timing device assemblers and adjusters,0.9,0.85,0.15,0.72,,High,MENA,0.75,0.675,Medium
51-3011,8111,Bakers,0.89,0.82,0.22,0.75,,High,MENA,0.75,0.668,Medium
51-3021,8111,Butchers and meat cutters,0.76,0.7,0.22,0.82,,High,MENA,0.75,0.57,Medium
51-3022,8111,"Meat, poultry, and fish cutters and trimmers",0.87,0.82,0.12,0.85,,High,MENA,0.75,0.652,Medium
51-3023,8111,Slaughterers and meat packers,0.87,0.82,0.12,0.88,,High,MENA,0.75,0.652,Medium
51-3091,8111,Food and tobacco roasting machine operators,0.96,0.92,0.1,0.6,,High,MENA,0.75,0.72,High
51-3092,8111,Food batchmakers,0.93,0.88,0.12,0.68,,High,MENA,0.75,0.698,Medium
51-3093,8111,Food cooking machine operators,0.97,0.92,0.1,0.6,,High,MENA,0.75,0.728,High
51-4011,7222,Computer-controlled machine tool operators,0.65,0.62,0.4,0.72,,Medium,MENA,0.75,0.488,Medium
51-4021,7222,Extruding and drawing machine operators,0.96,0.92,0.12,0.72,,High,MENA,0.75,0.72,High
51-4023,7222,"Rolling machine setters, metalworking",0.88,0.84,0.18,0.75,,High,MENA,0.75,0.66,Medium
51-4031,7222,"Cutting, punching, press machine operators",0.96,0.92,0.1,0.72,,High,MENA,0.75,0.72,High
51-4035,7222,Milling and planing machine operators,0.95,0.9,0.12,0.72,,High,MENA,0.75,0.712,High
51-4041,7222,Machinists,0.65,0.6,0.42,0.72,,Medium,MENA,0.75,0.488,Medium
51-4051,7221,Metal-refining furnace operators and tenders,0.95,0.9,0.12,0.78,,High,MENA,0.75,0.712,High
51-4061,7222,"Model makers, metal and plastic",0.26,0.35,0.6,0.7,,Low,MENA,0.75,0.195,Low
51-4062,7222,"Patternmakers, metal and plastic",0.35,0.42,0.58,0.7,,Medium,MENA,0.75,0.262,Low
51-4071,7222,Foundry mold and coremakers,0.95,0.9,0.12,0.8,,High,MENA,0.75,0.712,High
51-4072,7222,"Molding, coremaking, casting machine operators",0.97,0.92,0.1,0.78,,High,MENA,0.75,0.728,High
51-4081,7222,"Multiple machine tool operators, metal",0.94,0.9,0.15,0.75,,High,MENA,0.75,0.705,High
51-4111,7222,Tool and die makers,0.32,0.4,0.6,0.72,,Medium,MENA,0.75,0.24,Low
51-4121,7222,"Welders, cutters, solderers, brazers",0.67,0.62,0.3,0.8,Industrial welding automatable; informal less so,Medium,MENA,0.75,0.503,Medium
51-4122,7222,"Welding, soldering, brazing machine operators",0.96,0.92,0.12,0.75,,High,MENA,0.75,0.72,High
51-5011,7323,Bindery workers,0.98,0.92,0.1,0.65,,High,MENA,0.75,0.735,High
51-5012,7323,Bookbinders,0.58,0.55,0.3,0.68,,Medium,MENA,0.75,0.435,Medium
51-5021,7323,Job printers,0.88,0.82,0.22,0.6,,High,MENA,0.75,0.66,Medium
51-5022,7323,Prepress technicians and workers,0.92,0.86,0.25,0.55,,High,MENA,0.75,0.69,Medium
51-5023,7323,Printing press operators,0.57,0.55,0.35,0.65,,Medium,MENA,0.75,0.428,Medium
51-6011,8153,Laundry and dry-cleaning workers,0.95,0.9,0.1,0.7,,High,MENA,0.75,0.712,High
51-6021,7531,"Pressers, textile, garment, related materials",0.95,0.9,0.1,0.72,,High,MENA,0.75,0.712,High
51-6031,7531,Sewing machine operators,0.89,0.84,0.12,0.8,Garment LMIC: partial automation with cheap labour,High,MENA,0.75,0.668,Medium
51-6041,7531,Shoe and leather workers and repairers,0.72,0.65,0.22,0.8,,High,MENA,0.75,0.54,Medium
51-6042,7531,Shoe machine operators and tenders,0.95,0.9,0.1,0.78,,High,MENA,0.75,0.712,High
51-6051,7531,"Sewers, hand",0.49,0.5,0.18,0.85,,Medium,MENA,0.75,0.368,Medium
51-6052,7531,"Tailors, dressmakers, and sewers",0.49,0.5,0.3,0.82,Custom/bespoke protects in informal LMIC,Medium,MENA,0.75,0.368,Medium
51-6061,7531,Textile bleaching and dyeing machine operators,0.98,0.92,0.08,0.72,,High,MENA,0.75,0.735,High
51-6062,7531,Textile cutting machine operators,0.97,0.92,0.1,0.72,,High,MENA,0.75,0.728,High
